longitude,latitude,asset_id,project_na,asset_type,status,asset_x_co,asset_y_co,borough,outfall,waterbody,street_add,city_counc,bbl,asset_area,status_gro,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
-73.9560312,40.80985571,187178,"Ramon Aponte Park - Reconstruction","Rain Garden",Constructed,996421.6158,234332.4015,Manhattan,NCM-073,"East River / Open Waters",NA,NA,1010380008,69,Constructed,40.809887,-73.955928,1,rooftop,400,"W 123rd St",,,"New York",NY,"New York County",10027,US,"City of New York"
-73.9560312,40.80985571,187179,"Ramon Aponte Park - Reconstruction","Rain Garden",Constructed,996421.6158,234332.4015,Manhattan,NCM-073,"East River / Open Waters",NA,NA,1010380008,50,Constructed,40.809887,-73.955928,1,rooftop,400,"W 123rd St",,,"New York",NY,"New York County",10027,US,"City of New York"
-73.93998175,40.82276061,187180,"Robert L. Clinkscales PG and Community Garden - Reconstruction","Permeable Pavers",Constructed,1000861.264,239036.7577,Manhattan,WIM-046,"East River / Open Waters",NA,NA,1020310044,1476,Constructed,40.822975,-73.939894,1,rooftop,219,"W 146th St",,,"New York",NY,"New York County",10039,US,"City of New York"
-73.98693649,40.77400552,187181,"Samuel N. Bennerson 2nd PG - Bennerson PG Reconstruction","Permeable Pavers",Constructed,987868.2393,221268.155,Manhattan,NR-037,"East River / Open Waters",NA,NA,1011540164,1466,Constructed,40.774181,-73.987098,1,rooftop,236,"W 64th St",,,"New York",NY,"New York County",10023,US,"City of New York"
-73.98693302,40.79170912,187182,"White PG - Reconstruction","Permeable Pavers",Constructed,987868.2393,227718.18,Manhattan,WIM-025,"East River / Open Waters",NA,NA,1016330028,706,Constructed,40.789253,-73.980852,0.88,nearest_street,131,"Riverside Dr",,,"New York",NY,"New York County",10024,US,"TIGER/Line® dataset from the US Census Bureau"
-73.8062772,40.77070471,187183,"Bowne Park - Bocce Court Construction","Permeable Pavers",Constructed,1037908.605,220124.6234,Queens,TI-023,"East River / Open Waters",NA,NA,4048230003,823,Constructed,40.771317,-73.806067,0.99,rooftop,158-3,"29th Ave",,,Flushing,NY,"Queens County",11358,US,"City of New York"
-73.90774,40.858566,187184,"Aqueduct Walk - Comfort Station","Rain Garden",Constructed,1009771.078,252089.749,Bronx,WIB-062,"East River / Open Waters",NA,NA,2032110001,234,Constructed,40.858385,-73.9076,1,rooftop,2204,"Aqueduct Ave E",,,Bronx,NY,"Bronx County",10453,US,"City of New York"
-73.90774,40.858566,187185,"Aqueduct Walk - Comfort Station","Permeable Pavers",Constructed,1009771.078,252089.749,Bronx,WIB-062,"East River / Open Waters",NA,NA,2032110001,899.4,Constructed,40.858385,-73.9076,1,rooftop,2204,"Aqueduct Ave E",,,Bronx,NY,"Bronx County",10453,US,"City of New York"
-73.874724,40.6790616,187189,"City Line Park - Synthetic Turf Field, Skate Park, and Basketball Court","Rain Garden",Constructed,1018997.531,186701.714,Brooklyn,26W-005,"Jamaica Bay and Tributaries",NA,37,3041550001,2962.83,Constructed,40.678851,-73.874857,1,rooftop,51,"Fountain Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.874724,40.6790616,187190,"City Line Park - Synthetic Turf Field, Skate Park, and Basketball Court","Permeable Pavers",Constructed,1018997.531,186701.714,Brooklyn,26W-005,"Jamaica Bay and Tributaries",NA,37,3041550001,1826.83,Constructed,40.678851,-73.874857,1,rooftop,51,"Fountain Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.9750698,40.6185638,187193,"Friends Field - PG Expansion","Rain Garden",Constructed,991171.111,164636.839,Brooklyn,OH-015,"East River / Open Waters",NA,NA,3065380001,418.5,Constructed,40.617366,-73.974128,0.98,rooftop,1463,"McDonald Ave",,,Brooklyn,NY,"Kings County",11230,US,"City of New York"
-73.9861757,40.5941861,187196,"Lafayette PG - Reconstruction","Permeable Pavers",Constructed,988089.297,155754.731,Brooklyn,OH-021,"Coney Island Creek",NA,NA,3068710001,1088,Constructed,40.594187,-73.986461,1,rooftop,58,"Bay 43rd St",,,Brooklyn,NY,"Kings County",11214,US,"City of New York"
-73.83531619,40.7106106,187201,"Forest Park Joe Devoy PG Reconstruction","Permeable Pavers",Constructed,1029906.368,198214.0151,Queens,BB-006,"Flushing Bay",NA,29,4033122000,226.3,Constructed,40.710674,-73.835432,1,rooftop,80-30,"Park Ln S",,,"Kew Gardens",NY,"Queens County",11415,US,"City of New York"
-73.83548249,40.70989086,187202,"Forest Park Joe Devoy PG Reconstruction","Permeable Pavers",Constructed,1029860.757,197951.7063,Queens,BB-006,"Flushing Bay",NA,29,4033122000,3381.82,Constructed,40.70933,-73.83491,0.99,rooftop,117-46,"Park Ln S",,,"Richmond Hill",NY,"Queens County",11418,US,"City of New York"
-73.8355415,40.70989289,187203,"Forest Park Joe Devoy PG Reconstruction","Permeable Pavers",Constructed,1029844.396,197952.4163,Queens,BB-006,"Flushing Bay",NA,29,4033122000,844.89,Constructed,40.70933,-73.83491,0.99,rooftop,117-46,"Park Ln S",,,"Richmond Hill",NY,"Queens County",11418,US,"City of New York"
-73.83564342,40.7098319,187204,"Forest Park Joe Devoy PG Reconstruction","Rain Garden",Constructed,1029816.18,197930.1409,Queens,BB-006,"Flushing Bay",NA,29,4033122000,3107.53,Constructed,40.709191,-73.8352,0.99,rooftop,117-38,"Park Ln S",,,"Richmond Hill",NY,"Queens County",11418,US,"City of New York"
-73.89751838,40.7727404,187207,"Paul Raimonda PG Reconstruction","Permeable Pavers",Constructed,1012635.178,220823.565,Queens,BB-003,"East River / Open Waters",NA,NA,4007630049,2580.5,Constructed,40.77241,-73.897757,0.99,rooftop,20-29,"47th St",,,Astoria,NY,"Queens County",11105,US,"City of New York"
-73.86343109,40.89067023,187208,"Bronx River Parkway Shoelace Park GI Construction","Rain Garden",Constructed,1022009.622,263802.5877,Bronx,HP-007,"Bronx River",NA,12,2048210045,1081,Constructed,40.890678,-73.863159,1,rooftop,4030,"Bronx Blvd",,,Bronx,NY,"Bronx County",10466,US,"City of New York"
-73.86343109,40.89067023,187209,"Bronx River Parkway Shoelace Park GI Construction","Rain Garden",Constructed,1022009.622,263802.5877,Bronx,HP-007,"Bronx River",NA,12,2048210045,1085,Constructed,40.890678,-73.863159,1,rooftop,4030,"Bronx Blvd",,,Bronx,NY,"Bronx County",10466,US,"City of New York"
-73.85609358,40.81422051,187210,"Pugsley Creek Park Basketball Court Construction","Permeable Pavers",Constructed,1024084.109,235952.3193,Bronx,HP-504,"Westchester Creek",NA,NA,2034780018,1271,Constructed,40.814111,-73.8567,0.99,rooftop,423,"White Plains Rd",,,Bronx,NY,"Bronx County",10473,US,"City of New York"
-73.86449962,40.81143937,187212,"Soundview Park Performance Lawn and Overlook Construction","Permeable Pavers",Constructed,1021758.839,234935.3427,Bronx,HP--82,"Bronx River",NA,NA,2034920040,944,Constructed,40.812941,-73.863517,0.97,rooftop,303,"Bronx River Ave",,,Bronx,NY,"Bronx County",10473,US,"City of New York"
-73.86466592,40.81070042,187213,"Soundview Park Performance Lawn and Overlook Construction","Rain Garden",Constructed,1021713.221,234666.0464,Bronx,HP--82,"Bronx River",NA,NA,2034920040,2000,Constructed,40.812488,-73.862598,0.96,rooftop,1780,"Patterson Ave",,,Bronx,NY,"Bronx County",10473,US,"City of New York"
-73.86394709,40.81075321,187214,"Soundview Park Performance Lawn and Overlook Construction","Rain Garden",Constructed,1021912.178,234685.5851,Bronx,HP--82,"Bronx River",NA,NA,2034920040,2000,Constructed,40.812488,-73.862598,0.97,rooftop,1780,"Patterson Ave",,,Bronx,NY,"Bronx County",10473,US,"City of New York"
-73.97213027,40.57526952,187215,"Asser Levy Park PG & Path Reconstruction","Multiple GI Components",Constructed,991992.1985,148863.8758,Brooklyn,CI--63,"East River / Open Waters",NA,NA,3086570001,2977,Constructed,40.57528,-73.971694,0.99,rooftop,302,"Sea Breeze Ave",,,Brooklyn,NY,"Kings County",11224,US,"City of New York"
-73.92842636,40.81753133,187218,"Garrison PG Reconstruction","Multiple GI Components",Constructed,1004061.008,237133.9442,Bronx,WIB-064,"East River / Open Waters",NA,NA,2023460029,4103,Constructed,40.817883,-73.928705,0.99,rooftop,479,"Walton Ave",,,Bronx,NY,"Bronx County",10451,US,"City of New York"
-73.87811305,40.84072882,187220,"West Farms Rapids Park Construction","Rain Garden",Constructed,1017975.562,245601.0118,Bronx,HP-004,"Bronx River",NA,NA,2031410001,3849,Constructed,40.840583,-73.877427,0.99,rooftop,415,"Devoe Ave",,,Bronx,NY,"Bronx County",10460,US,"City of New York"
-73.97369697,40.78218111,187223,"Theodore Roosevelt Park Dog Run Reconstruction","Rain Garden",Constructed,991534.3358,224247.6223,Manhattan,NR-037,"East River / Open Waters",NA,NA,1011300001,909,Constructed,40.782867,-73.973316,0.99,rooftop,33,"W 81st St",,,"New York",NY,"New York County",10024,US,"City of New York"
-73.8241746,40.58104782,187224,"Rockaway Beach Boardwalk Sandpiper PG Reconstruction","Permeable Pavers",Constructed,1033089.966,151016.8367,Queens,ROC-632,"Jamaica Bay and Tributaries",NA,32,4161750001,5014,Constructed,40.581797,-73.824892,0.98,rooftop,190,"Bch 105th St",,,"Rockaway Park",NY,"Queens County",11694,US,"City of New York"
-73.82424434,40.58119449,187225,"Rockaway Beach Boardwalk Sandpiper PG Reconstruction","Rain Garden",Constructed,1033070.487,151070.2336,Queens,ROC-632,"Jamaica Bay and Tributaries",NA,32,4161750001,3009,Constructed,40.581797,-73.824892,0.99,rooftop,190,"Bch 105th St",,,"Rockaway Park",NY,"Queens County",11694,US,"City of New York"
-74.25397969,40.50233194,187228,"Conference House Park Pavilion Reconstruction","Rain Garden",Constructed,913617.5977,122392.1541,"Staten Island",54,"East River / Open Waters",NA,NA,5078570090,3401,Constructed,40.503083,-74.253195,0.98,rooftop,7455,"Hylan Blvd",,,"Staten Island",NY,"Richmond County",10307,US,"City of New York"
-74.14581118,40.53672742,187229,"Crescent Beach Park Landscape Improvement and Pathway Construction","Rain Garden",Constructed,943720.3577,134854.5556,"Staten Island",54,"East River / Open Waters",NA,NA,5053090028,1800,Constructed,40.536898,-74.146133,0.99,rooftop,10,"Filipe Ln",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
-74.14540885,40.53669072,187230,"Crescent Beach Park Landscape Improvement and Pathway Construction","Rain Garden",Constructed,943832.1673,134841.002,"Staten Island",54,"East River / Open Waters",NA,NA,5053090028,800,Constructed,40.537041,-74.145789,0.99,rooftop,252,"Tennyson Dr",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
-74.14532302,40.53687418,187231,"Crescent Beach Park Landscape Improvement and Pathway Construction","Rain Garden",Constructed,943856.1357,134907.8012,"Staten Island",54,"East River / Open Waters",NA,NA,5053090028,400,Constructed,40.537041,-74.145789,0.99,rooftop,252,"Tennyson Dr",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
-74.14477049,40.53701687,187232,"Crescent Beach Park Landscape Improvement and Pathway Construction","Rain Garden",Constructed,944009.8036,134959.5325,"Staten Island",54,"East River / Open Waters",NA,NA,5053090028,900,Constructed,40.537033,-74.144308,0.99,rooftop,134,"Goodall St",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
-74.14527474,40.53623819,187233,"Crescent Beach Park Landscape Improvement and Pathway Construction","Rain Garden",Constructed,943869.1712,134676.0702,"Staten Island",54,"East River / Open Waters",NA,NA,5053090028,140,Constructed,40.536711,-74.146229,0.99,rooftop,274,"Tennyson Dr",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
-74.18648658,40.58936392,187235,"Schmul Park and Dugan Park Ball Field Construction","Porous Concrete",Constructed,932455.0747,154052.721,"Staten Island",54,"East River / Open Waters",NA,NA,5026410039,1924,Constructed,40.589876,-74.186455,0.99,rooftop,20,"Rawson Pl",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
-74.18673334,40.58907266,187236,"Schmul Park and Dugan Park Ball Field Construction","Rain Garden",Constructed,932386.3124,153946.7503,"Staten Island",54,"East River / Open Waters",NA,NA,5026410039,614,Constructed,40.589009,-74.18702,1,rooftop,272,"Melvin Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
-74.07549185,40.58351388,187237,"Ocean Breeze Park Sitework around Indoor Athletic Facility","Permeable Pavers",Constructed,963280.9865,151875.3037,"Staten Island",54,"East River / Open Waters",NA,NA,5033550001,1867,Constructed,40.582938,-74.074743,0.99,rooftop,625,"Father Capodanno Blvd",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
-74.07498759,40.58364425,187238,"Ocean Breeze Park Sitework around Indoor Athletic Facility","Permeable Pavers",Constructed,963421.0917,151922.6803,"Staten Island",54,"East River / Open Waters",NA,NA,5033550001,5400,Constructed,40.582938,-74.074743,0.99,rooftop,625,"Father Capodanno Blvd",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
-74.07437605,40.5827398,187239,"Ocean Breeze Park Sitework around Indoor Athletic Facility","Permeable Pavers",Constructed,963590.6771,151593.024,"Staten Island",54,"East River / Open Waters",NA,NA,5033550001,12000,Constructed,40.582938,-74.074743,0.99,rooftop,625,"Father Capodanno Blvd",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
-74.07479447,40.58379906,187240,"Ocean Breeze Park Sitework around Indoor Athletic Facility","Detention System",Constructed,963474.7815,151979.0368,"Staten Island",54,"East River / Open Waters",NA,NA,5033550001,14000,Constructed,40.582938,-74.074743,0.99,rooftop,625,"Father Capodanno Blvd",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
-74.19715104,40.56155925,187242,"Freshkills Park Owl Hollow Fields Construction","Rain Garden",Constructed,929470.3249,143929.3008,"Staten Island",54,"East River / Open Waters",NA,NA,5059650084,675,Constructed,40.562223,-74.197506,0.99,nearest_street,,"NY 440",,,"Staten Island",NY,"Richmond County",10312,US,"TIGER/Line® dataset from the US Census Bureau"
-74.13535832,40.64087739,187243,"Faber Pool and Park Active Recreation, Lighting and Seating Area Construction","Permeable Pavers",Constructed,946684.4625,172794.3144,"Staten Island",55,"East River / Open Waters",NA,NA,5010700034,3068,Constructed,40.640969,-74.135357,1,rooftop,2175,"Richmond Ter",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
-74.13535832,40.64087739,187244,"Faber Pool and Park Active Recreation, Lighting and Seating Area Construction","Rain Garden",Constructed,946684.4625,172794.3144,"Staten Island",55,"East River / Open Waters",NA,NA,5010700034,1355,Constructed,40.640969,-74.135357,1,rooftop,2175,"Richmond Ter",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
-73.8856058,40.84672539,187245,"Mapes Ballfield Reconstruction","Permeable Pavers",Constructed,1015899.5,247782.9884,Bronx,HP-004,"Bronx River",NA,NA,2031100030,3500,Constructed,40.846615,-73.885387,1,rooftop,2100,"Mapes Ave",,,Bronx,NY,"Bronx County",10460,US,"City of New York"
-73.93158462,40.58387951,187247,"Marine Park New Park Construction Brigham Park","Permeable Pavers",Constructed,1003253.313,152006.8984,Brooklyn,CI-610,"Jamaica Bay and Tributaries",NA,NA,3085900600,2155,Constructed,40.584012,-73.932235,0.99,rooftop,3218,"Emmons Ave",,,Brooklyn,NY,"Kings County",11235,US,"City of New York"
-73.93158462,40.58387951,187248,"Marine Park New Park Construction Brigham Park",Drywell,Constructed,1003253.313,152006.8984,Brooklyn,CI-610,"Jamaica Bay and Tributaries",NA,NA,3085900600,533,Constructed,40.584012,-73.932235,0.99,rooftop,3218,"Emmons Ave",,,Brooklyn,NY,"Kings County",11235,US,"City of New York"
-73.93158462,40.58387951,187249,"Marine Park New Park Construction Brigham Park",Drywell,Constructed,1003253.313,152006.8984,Brooklyn,CI-610,"Jamaica Bay and Tributaries",NA,NA,3085900600,113,Constructed,40.584012,-73.932235,0.99,rooftop,3218,"Emmons Ave",,,Brooklyn,NY,"Kings County",11235,US,"City of New York"
-73.97971431,40.72815334,187252,"Joseph C. Sauer Park Reconstruction","Permeable Pavers",Constructed,989872.4574,204563.1083,Manhattan,NCM-053,"East River / Open Waters",NA,NA,1004050024,2467,Constructed,40.728439,-73.979542,0.99,rooftop,539,"E 12th St",,,"New York",NY,"New York County",10009,US,"City of New York"
-73.92589044,40.7768329,187253,"Astoria Park Track and Field Reconstruction","Multiple GI Components",Constructed,1004775.476,222306.6768,Queens,BB--64,"East River / Open Waters",NA,NA,4008980001,88379.2,Constructed,40.776454,-73.925609,0.99,nearest_street,,I-278,,,Astoria,NY,"Queens County",11102,US,"TIGER/Line® dataset from the US Census Bureau"
-73.92697405,40.77669478,187254,"Astoria Park Track and Field Reconstruction","Rain Garden",Constructed,1004475.4,222256.1042,Queens,BB--64,"East River / Open Waters",NA,NA,4008980001,3700.6,Constructed,40.776199,-73.927285,0.99,rooftop,14-4,"Astoria Park S",,,Astoria,NY,"Queens County",11102,US,"City of New York"
-74.10000723,40.58677304,187255,"Gen. Douglas MacArthur Park Ballfield and Basketball Court Reconstruction","Multiple GI Components",Constructed,956472.8228,153069.5191,"Staten Island",54,"East River / Open Waters",NA,NA,5035320071,117774,Constructed,40.586222,-74.099154,0.99,rooftop,91,"Zoe St",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
-74.20900144,40.53389799,187257,"Bloomingdale Park Synthetic Turf Field Construction","Multiple GI Components",Constructed,926153.5761,133859.3042,"Staten Island",54,"East River / Open Waters",NA,NA,5069500041,44429,Constructed,40.535012,-74.208417,0.98,rooftop,230,"Lenevar Ave",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
-73.93250868,40.84450646,187260,"Highbridge Park Highbridge Anchor Park Reconstruction Phase II","Rain Garden",Constructed,1002923.483,246961.0778,Manhattan,WI-512,"East River / Open Waters",NA,NA,1021060001,1102,Constructed,40.844878,-73.933484,0.99,rooftop,2336,"Amsterdam Ave",,,"New York",NY,"New York County",10033,US,"City of New York"
-73.73641782,40.67026945,187261,"Michaelis Bayswater Park Construction of Skate Elements and Seating Areas","Permeable Pavers",Constructed,1057368.769,183583.6442,Queens,JAM-659,"Jamaica Bay and Tributaries",NA,NA,4132310047,2124,Constructed,40.669819,-73.736316,0.99,rooftop,137-2,"Brookville Blvd",,,Rosedale,NY,"Queens County",11422,US,"City of New York"
-73.83389462,40.74884177,187262,"Flushing Meadows Corona Park Meadow Lake Habitat Restoration","Rain Garden",Constructed,1030274.067,212143.5433,Queens,TI--74,"Flushing Creek",NA,21,4020180001,1395,Constructed,40.748453,-73.833684,0.99,rooftop,55-2,"College Point Blvd",,,"College Point",NY,"Queens County",11356,US,"City of New York"
-74.08115399,40.5952787,187263,"Reconstruction at Various Locations","Permeable Pavers",Constructed,961712.2118,156162.9315,"Staten Island",54,"East River / Open Waters",NA,NA,5032430025,1594,Constructed,40.595478,-74.081472,0.99,rooftop,249,"Parkinson Ave",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
-74.09935009,40.57683575,187264,"Reconstruction at Various Locations","Permeable Pavers",Constructed,956651.2385,149448.9092,"Staten Island",54,"East River / Open Waters",NA,NA,5036960100,1049.6,Constructed,40.577319,-74.098886,0.99,rooftop,363,"Bedford Ave",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
-74.01435359,40.70178882,187265,"Battery Park Reconstruction and Expansion of the Playground",Drywell,Constructed,980270.1323,194957.3841,Manhattan,NCM--88,"East River / Open Waters",NA,NA,1000030001,1785,Constructed,40.701097,-74.014392,0.99,rooftop,1,"South St",,,"New York",NY,"New York County",10004,US,"City of New York"
-74.00553985,40.67329045,187267,"Red Hook Recreation Area Remediation and Reconstruction of Ball Fields 5-8","Rain Garden",Constructed,982713.2896,184574.32,Brooklyn,RH-503,"Gowanus Canal",NA,NA,3005820001,7402,Constructed,40.67391,-74.006283,0.99,rooftop,838,"Hicks St",,,Brooklyn,NY,"Kings County",11231,US,"City of New York"
-74.00519653,40.67379495,187268,"Red Hook Recreation Area Remediation and Reconstruction of Ball Fields 5-8","Permeable Pavers",Constructed,982808.5354,184758.1185,Brooklyn,RH-503,"Gowanus Canal",NA,NA,3005820001,396,Constructed,40.674109,-74.005079,0.99,rooftop,124,"Bush St",,,Brooklyn,NY,"Kings County",11231,US,"City of New York"
-73.82581044,40.81598517,187269,"Ferry Point Park Golf Course","Detention System",Constructed,1032465.364,236610.4688,Bronx,HP-017,"East River / Open Waters",NA,NA,2056220001,27023.4,Constructed,40.815724,-73.825564,0.99,rooftop,2650,"Miles Ave",,,Bronx,NY,"Bronx County",10465,US,"City of New York"
-73.83225378,40.8111294,187270,"Ferry Point Park Golf Course","Detention System",Constructed,1030685.25,234837.8611,Bronx,HP--71,"East River / Open Waters",NA,NA,2056220001,35401.53,Constructed,40.810179,-73.832464,0.99,nearest_street,,I-678,,,Bronx,NY,"Bronx County",10473,US,"TIGER/Line® dataset from the US Census Bureau"
-73.82856306,40.81301329,187271,"Ferry Point Park Golf Course","Detention System",Constructed,1031705.565,235526.2044,Bronx,HP--70,"East River / Open Waters",NA,NA,2056220001,65063.63,Constructed,40.813443,-73.827339,0.98,rooftop,234,"Emerson Ave",,,Bronx,NY,"Bronx County",10465,US,"City of New York"
-73.86409896,40.88980911,187272,"Shoelace Park Reconstruction and Bronx River Greenway","Rain Garden",Constructed,1021825.451,263488.5599,Bronx,HP-637,"Bronx River",NA,12,2033600020,400,Constructed,40.889568,-73.863731,0.99,rooftop,3990,"Bronx Blvd",,,Bronx,NY,"Bronx County",10466,US,"City of New York"
-73.86728006,40.88230834,187273,"Shoelace Park Reconstruction and Bronx River Greenway","Rain Garden",Constructed,1020950.046,260754.3807,Bronx,HP-637,"Bronx River",NA,12,2033600020,400,Constructed,40.882084,-73.866879,0.99,rooftop,624,"E 216th St",,,Bronx,NY,"Bronx County",10467,US,"City of New York"
-73.86832612,40.88012426,187274,"Shoelace Park Reconstruction and Bronx River Greenway","Rain Garden",Constructed,1020661.983,259958.1964,Bronx,HP-637,"Bronx River",NA,12,2033600020,400,Constructed,40.879936,-73.868035,0.99,rooftop,3576,"Bronx Blvd",,,Bronx,NY,"Bronx County",10467,US,"City of New York"
-73.78425825,40.7017188,187275,"DPR Green Roof","Green Roof",Constructed,1044069.448,195005.214,Queens,JAM-006,"Jamaica Bay and Tributaries",NA,27,4102310001,5260.2,Constructed,40.701629,-73.784588,1,rooftop,105-30,"172nd St",,,Jamaica,NY,"Queens County",11433,US,"City of New York"
-73.92301903,40.79871075,187276,"DPR Green Roof","Green Roof",Constructed,1005563.74,230278.2123,Manhattan,WI-511,"East River / Open Waters",NA,8,1018190203,2752.7,Constructed,40.798767,-73.923091,1,rooftop,20,"Bronx Shore Rd",,,"New York",NY,"New York County",10035,US,"City of New York"
-73.8305057,40.58070631,187277,"DPR Green Roof","Green Roof",Constructed,1031331.586,150888.9499,Queens,ROC-680,"Jamaica Bay and Tributaries",NA,NA,4161810001,400,Constructed,40.580558,-73.830435,1,rooftop,177,"Bch 109th St",,,"Rockaway Park",NY,"Queens County",11694,US,"City of New York"
-73.74456081,40.59561721,187278,"DPR Green Roof","Green Roof",Constructed,1055189.185,156379.2488,Queens,ROC-017,"East River / Open Waters",NA,NA,4156490001,400,Constructed,40.595892,-73.74379,0.99,rooftop,156,"Bch 9th St",,,"Far Rockaway",NY,"Queens County",11691,US,"City of New York"
-73.90319075,40.64619584,158146,"Nitrogen Consent Order SW Pilot EBP","Rain Garden","Constructed (Full Maintenance)",1011115.008,174717.7927,Brooklyn,CI-005,"Jamaica Bay and Tributaries","1375 Rockaway Pkwy",42,3081660014,810,Constructed,40.646256,-73.903372,1,rooftop,1375,"Rockaway Pkwy",,,Brooklyn,NY,"Kings County",11236,US,"City of New York"
-73.86610028,40.66154382,158150,"Nitrogen Consent Order SW Pilot EBP","Rain Garden","Constructed (Full Maintenance)",1021399.226,180323.0355,Brooklyn,26W-005,"Jamaica Bay and Tributaries","1035 Crescent St",42,3045660005,2350,Constructed,40.661728,-73.866239,1,rooftop,1043,"Crescent St",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.76531966,40.7032043,158152,"Nitrogen Consent Order SW Pilot EBP","Blue Roof","Constructed (Full Maintenance)",1049319.154,195559.9232,Queens,JAM-006,"Jamaica Bay and Tributaries","109-49 190th Pl",27,4109260050,3200,Constructed,40.703468,-73.765629,0.99,rooftop,190-20,"109th Rd",,,"Saint Albans",NY,"Queens County",11412,US,"City of New York"
-73.76531966,40.7032043,158153,"Nitrogen Consent Order SW Pilot EBP","Green Roof","Constructed (Full Maintenance)",1049319.154,195559.9232,Queens,JAM-006,"Jamaica Bay and Tributaries","109-49 190th Pl",27,4109260050,3200,Constructed,40.703468,-73.765629,0.99,rooftop,190-20,"109th Rd",,,"Saint Albans",NY,"Queens County",11412,US,"City of New York"
-73.75440928,40.60329574,158155,"Nitrogen Consent Order SW Pilot EBP","Rain Garden","Constructed (Full Maintenance)",1052446.288,159168.9027,Queens,ROC-642,"Jamaica Bay and Tributaries","10-48 Beach 22nd St",31,4157050059,2140,Constructed,40.603341,-73.754791,0.99,rooftop,1040,"Bch 22nd St",,,"Far Rockaway",NY,"Queens County",11691,US,"City of New York"
-73.88482812,40.65790202,101785,"Linden Houses","Permeable Pavers","Constructed (In Guarantee)",1016205.11,178988.84,Brooklyn,26W-004,"Jamaica Bay and Tributaries",NA,37,3043710001,331.24,Constructed,40.657804,-73.884337,0.99,rooftop,912,"Van Siclen Ave",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.8851565,40.65582864,101790,"Linden Houses","Permeable Pavers","Constructed (In Guarantee)",1016114.99,178233.33,Brooklyn,26W-004,"Jamaica Bay and Tributaries",NA,42,3043710001,432.64,Constructed,40.655462,-73.885393,0.99,rooftop,195,"Cozine Ave",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.98910735,40.6843615,106031,"Gowanus Houses","Porous Concrete","Constructed (In Guarantee)",987271.0303,188607.9615,Brooklyn,RH-034,"Gowanus Canal","196 Hoyt St",33,3003920001,100,Constructed,40.684533,-73.988944,1,rooftop,187,"Hoyt St",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
-73.98876856,40.68493277,106033,"Gowanus Houses","Porous Concrete","Constructed (In Guarantee)",987364.9657,188816.1053,Brooklyn,RH-034,"Gowanus Canal",NA,33,3003920001,100,Constructed,40.684917,-73.988519,1,rooftop,175,"Hoyt St",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
-73.98784615,40.68284284,106034,"Gowanus Houses","Rain Garden","Constructed (In Guarantee)",987620.8975,188054.7147,Brooklyn,RH-034,"Gowanus Canal","218 Bond St",33,3004040001,75,Constructed,40.683004,-73.987796,1,rooftop,218,"Bond St",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
-73.98976435,40.68258287,106042,"Gowanus Houses","Porous Concrete","Constructed (In Guarantee)",987088.8917,187959.9333,Brooklyn,RH-034,"Gowanus Canal","137-147 Douglass St",33,3004040001,50,Constructed,40.682497,-73.989524,1,rooftop,235,"Hoyt St",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
-73.98871088,40.6822615,106043,"Gowanus Houses","Porous Concrete","Constructed (In Guarantee)",987381.0889,187842.8834,Brooklyn,RH-034,"Gowanus Canal","165-179 Douglass St",33,3004040001,750,Constructed,40.682134,-73.988381,1,rooftop,244,"Bond St",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
-73.88113293,40.66186796,184286,"Boulevard Houses","Permeable Pavers","Constructed (In Guarantee)",1017228.4,180435.11,Brooklyn,26W-005,"Jamaica Bay and Tributaries",NA,42,3043770001,1564,Constructed,40.661905,-73.88083,1,rooftop,828,"Ashford St",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
